"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"GRC474","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","0.275","0.731","0.332","0.662","0.983","0.238","0.252","0.09","0.034","0.031",""
"STK138","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.868","1.451","1.4","0.638","2.028","0.631","0.834","0.048","0.196","0.076","0.069"
"THR422","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","2.181","1.125","1.196","0.573","1.76","0.58","0.118","0.161","0.039","0.041","0.13"
"ALH157","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","1.607","2.308","1.275","1.48","2.731","0.909","0.613","0.127","0.086","0.106","0.058"
"YEL408","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","1.149","0.325","0.2","0.136","0.334","0.166","0.017","0.006","0.003","0.007","0.014"
"WSP144","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","1.5","2.128","0.833","1.389","2.199","0.714","0.144","0.406","0.069","0.062","0.251"
"LRL117","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.406","1.382","0.12","0.48","0.593","0.472","0.17","0.027","0.024","0.064","0.032"
"OXF122","1988.0","WI","12/01/1987 09:00:00","03/01/1988 08:00:00","23.018","3.662","2.523","2.067","4.557","","","","","",""
"OXF122","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","4.428","6.593","0.281","2.347","2.591","2.181","0.36","0.044","0.085","0.145","0.03"
"CHA467","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","0.588","0.839","0.42","0.465","0.878","0.311","0.332","0.146","0.046","0.057",""
"UVL124","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","3.412","5.36","1.004","1.956","2.929","1.826","","","","",""
"MCK231","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","7.937","6.435","0.861","2.261","3.087","2.217","0.399","0.077","0.054","0.075","0.037"
"MAC426","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","1.471","4.485","0.238","1.208","1.427","1.495","0.257","0.055","0.04","0.122","0.033"
"GRB411","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.101","0.323","0.158","0.19","0.344","0.113","0.153","0.038","0.021","0.019","0.021"
"ROM206","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.156","0.53","0.186","0.487","0.665","0.213","0.16","0.029","0.021","0.041","0.013"
"ASH135","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.396","0.38","0.125","0.139","0.262","0.137","0.051","0.058","0.015","0.043","0.055"
"VPI120","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","5.257","7.38","0.094","1.466","1.536","1.846","0.156","0.05","0.03","0.062","0.03"
"ARE128","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","6.147","8.216","0.29","2.601","2.849","2.831","0.25","0.073","0.044","0.089","0.033"
"CHA467","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.344","0.847","0.261","0.383","0.639","0.296","0.215","0.082","0.025","0.051","0.033"
"CKT136","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","3.431","7.105","0.11","1.388","1.475","1.975","0.176","0.035","0.028","0.074","0.032"
"CAD150","1991.0","FA","09/03/1991 09:00:00","12/03/1991 08:00:00","1.716","2.947","0.389","1.194","1.564","0.96","","","","",""
"PNF126","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.274","2.109","0.111","0.541","0.644","0.722","0.086","0.055","0.021","0.058","0.031"
"ALC188","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.731","2.656","0.629","0.755","1.372","0.536","0.258","0.729","0.104","0.1","0.412"
"SND152","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.392","0.98","0.685","0.616","1.291","0.455","0.187","0.126","0.035","0.082","0.051"
"PND165","1990.0","SP","02/27/1990 09:00:00","05/29/1990 08:00:00","0.323","0.658","0.144","0.284","0.423","0.251","","","","",""
"PND165","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.234","0.21","0.059","0.159","0.216","0.086","0.019","0.018","0.003","0.005","0.016"
"ARE128","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","1.614","1.791","1.112","1.369","2.46","0.787","0.279","0.141","0.05","0.055","0.04"
"CHE185","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","1.29","2.652","0.813","0.97","1.768","0.97","0.403","0.093","0.038","0.089","0.036"
"DIN431","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.19","0.443","0.203","0.314","0.511","0.159","0.248","0.046","0.039","0.032","0.021"
"PAL190","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","1.142","1.925","0.967","0.923","1.875","0.66","0.737","0.149","0.084","0.103","0.043"
"VIN140","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","8.386","9.152","1.372","3.728","5.04","2.897","","","","",""
"ROM406","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","0.376","0.807","0.569","0.557","1.117","0.34","0.21","0.037","0.028","0.029",""
"BWR139","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.935","0.921","1.484","0.651","2.125","0.561","0.138","0.283","0.041","0.057","0.208"
"ACA416","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.585","1.065","0.41","0.33","0.735","0.312","0.085","0.324","0.049","0.067","0.282"
"DEN417","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.202","0.327","0.069","0.041","0.109","0.113","0.033","0.059","0.013","0.016","0.064"
"CTH110","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","0.318","0.733","0.433","0.439","0.864","0.304","0.163","0.062","0.028","0.054","0.05"
"UVL124","1988.0","FA","08/30/1988 09:00:00","11/29/1988 08:00:00","6.515","3.484","2.48","1.073","3.536","1.734","0.387","0.069","0.069","0.144",""
"ASH135","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.376","2.031","0.104","0.369","0.468","0.577","0.09","0.039","0.021","0.119","0.033"
"GAS153","1989.0","SU","05/30/1989 09:00:00","08/29/1989 08:00:00","4.618","8.667","0.365","1.989","2.323","2.449","0.144","0.222","0.063","0.208",""
"ANA115","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.616","1.154","0.866","0.843","1.696","0.461","0.326","0.046","0.077","0.066","0.03"
"IRL141","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.856","1.844","1.082","0.182","1.261","0.29","0.36","2.43","0.329","0.155","3.952"
"KEF112","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","16.705","2.885","0.767","2.135","2.868","1.038","","","","",""
"SAL133","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","2.913","4.821","0.42","2.734","3.111","1.643","0.434","0.054","0.114","0.104","0.033"
"GRB411","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.144","0.402","0.131","0.256","0.383","0.174","0.194","0.028","0.02","0.024","0.015"
"GRS420","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","3.723","7.205","0.07","2.24","2.273","1.796","0.169","0.103","0.039","0.07",""
"DEV412","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.645","1.312","0.574","1.591","2.139","0.483","0.394","0.178","0.064","0.095",""
"LYK123","1994.0","FA","08/30/1994 09:00:00","11/29/1994 08:00:00","10.685","4.582","1.657","2.518","4.134","1.758","","","","",""
"CNT169","2022.0","FA","08/30/2022 09:00:00","11/29/2022 08:00:00","0.156","0.236","0.082","0.191","0.27","0.111","0.061","0.014","0.01","0.017","0.012"
"SND152","1994.0","FA","08/30/1994 09:00:00","11/29/1994 08:00:00","6.69","5.416","1.332","2.068","3.367","2.342","","","","",""
"IRL141","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.766","1.717","1.075","0.17","1.242","0.28","0.252","2.754","0.345","0.146","4.537"
"THR422","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.571","0.968","0.664","0.481","1.137","0.386","0.328","0.064","0.053","0.034","0.021"
"KEF112","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","15.545","2.687","0.501","1.987","2.456","0.942","","","","",""
"HWF187","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.24","0.544","0.381","0.251","0.628","0.267","0.039","0.056","0.009","0.028","0.051"
"CAD150","1995.0","FA","08/29/1995 09:00:00","11/28/1995 08:00:00","","","","","","","","","","",""
"CAD150","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","","","","","","","","","","",""
"QAK172","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","14.899","9.655","0.596","3.582","4.121","2.557","0.6","0.063","0.107","0.085",""
"ALH157","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","4.246","4.378","1.581","1.635","3.189","1.546","0.808","0.069","0.096","0.117","0.048"
"SPD111","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","1.58","1.754","0.996","0.707","1.692","0.818","0.246","0.099","0.026","0.059","0.068"
"BEL116","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.742","1.971","0.264","1.372","1.614","0.627","0.191","0.089","0.04","0.085","0.037"
"GLR468","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.157","0.433","0.169","0.29","0.454","0.175","0.082","0.027","0.018","0.031","0.022"
"YOS404","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","0.372","0.605","0.515","0.332","0.841","0.184","0.149","0.2","0.043","0.053","0.072"
"ASH135","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","1.939","1.172","0.431","0.381","0.807","0.311","0.13","0.194","0.038","0.183","0.227"
"GAS153","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","8.7","3.136","0.608","2.211","2.783","1.104","0.083","0.178","0.027","0.066","0.059"
"VPI120","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","6.159","9.067","0.301","2.804","3.061","2.033","","","","",""
"STK138","1995.0","FA","08/29/1995 09:00:00","11/28/1995 08:00:00","","","","","","","","","","",""
"NIC001","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.479","0.868","0.569","0.375","0.938","0.429","0.057","0.073","0.014","0.026","0.057"
"CDZ171","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","5.579","3.672","0.734","2.102","2.803","1.309","0.339","0.155","0.044","0.079",""
"VPI120","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.525","0.985","0.382","0.665","1.036","0.35","0.169","0.093","0.034","0.041","0.072"
"LRL117","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","1.776","5.334","0.083","1.066","1.132","1.697","0.161","0.042","0.026","0.103","0.031"
"SHN418","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","0.467","0.932","0.451","0.68","1.12","0.331","0.231","0.072","0.039","0.049","0.035"
"CDZ171","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","5.95","4.103","1.372","2.426","3.759","1.586","","","","",""
"DCP114","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","6.079","9.357","0.691","4.647","5.264","3.312","","","","",""
"PNF126","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","1.711","9.462","0.103","1.818","1.892","1.991","","","","",""
"DCP114","1995.0","SP","02/28/1995 09:00:00","05/30/1995 08:00:00","7.022","3.969","2.482","2.76","5.198","1.967","","","","",""
"OXF122","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","1.367","1.485","1.108","1.002","2.094","0.691","0.38","0.056","0.065","0.089","0.035"
"CHA467","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.718","1.37","0.274","0.574","0.84","0.47","0.28","0.104","0.031","0.048","0.031"
"KNZ184","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.697","2.315","1.233","0.642","1.865","0.661","1.188","0.04","0.053","0.07","0.024"
"CAT175","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","2.503","4.954","0.207","2.522","2.689","1.428","","","","",""
"SND152","1996.0","FA","09/03/1996 09:00:00","12/03/1996 08:00:00","5.85","4.44","1.545","1.881","3.395","1.913","","","","",""
"BWR139","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","5.916","3.548","1.103","2.02","3.091","1.189","0.169","0.458","0.073","0.068",""
"BFT142","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","1.614","5.301","1.014","1.211","2.206","1.201","","","","",""
"BWR139","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","1.727","2.492","1.077","1.097","2.156","0.811","0.145","0.584","0.088","0.073","0.321"
"SND152","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","1.923","2.702","0.883","1.01","1.877","1.011","0.2","0.312","0.06","0.089","0.183"
"WSP144","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","11.74","2.728","2.363","1.47","3.809","1.318","0.172","0.305","0.043","0.064","0.132"
"HOX148","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","1.932","2.047","0.833","0.987","1.805","0.838","0.298","0.053","0.078","0.048","0.035"
"CAT175","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","5.261","2.998","0.709","2.731","3.397","1.072","0.166","0.119","0.032","0.041",""
"CAT175","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","1.753","1.715","0.234","0.989","1.207","0.583","0.084","0.062","0.018","0.034","0.03"
"GRC474","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.376","0.324","0.143","0.653","0.785","0.12","0.052","0.02","0.008","0.01","0.014"
"LYE145","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","5.078","1.61","0.504","1.671","2.148","0.505","","","","",""
"VII423","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","0.381","1.805","0.649","0.046","0.694","0.165","0.291","3.319","0.456","0.184",""
"SHN418","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","14.72","2.638","0.697","2.377","3.036","0.929","0.139","0.083","0.028","0.109",""
"EVE419","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","1.119","2.3","1.168","0.453","1.614","0.413","0.277","1.052","0.139","0.108",""
"CVL151","1997.0","FA","09/02/1997 09:00:00","12/02/1997 08:00:00","3.184","4.348","0.491","1.763","2.226","1.237","","","","",""
"ANA115","2022.0","SP","03/01/2022 09:00:00","05/31/2022 08:00:00","0.967","0.834","1.148","0.792","1.928","0.457","0.375","0.091","0.083","0.041","0.062"
"HWF187","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.253","0.578","0.491","0.207","0.695","0.298","0.049","0.085","0.013","0.025","0.058"
"CAN407","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.299","0.512","0.177","0.642","0.809","0.205","0.26","0.039","0.031","0.056","0.029"
"HOW132","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.246","0.917","0.105","0.313","0.413","0.328","0.039","0.079","0.016","0.04","0.045"
"BVL130","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","5.523","4.57","2.67","2.213","4.847","2.044","0.675","0.072","0.103","0.133",""
"BVL130","1995.0","SP","02/28/1995 09:00:00","05/30/1995 08:00:00","4.939","3.951","3.401","2.305","5.67","2.045","","","","",""
"PAR107","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","6.447","4.305","0.716","1.413","2.106","1.306","0.706","0.052","0.052","0.082","0.036"
"GRC474","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","0.357","0.778","0.292","0.59","0.872","0.235","","","","",""
"CNT169","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.186","0.214","0.074","0.141","0.213","0.095","0.024","0.008","0.004","0.006","0.013"
"DEV412","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","0.127","0.479","0.298","0.766","1.052","0.108","","","","",""
"PIN414","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.18","0.884","0.778","0.35","1.123","0.165","0.115","0.781","0.11","0.064","0.856"
"ESP127","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","4.073","4.657","0.453","2.093","2.513","1.432","","","","",""
"CKT136","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.424","1.062","0.47","0.606","1.066","0.446","0.147","0.043","0.025","0.049","0.034"
"CHA467","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.186","0.747","0.377","0.733","1.098","0.255","0.213","0.103","0.031","0.057","0.052"
"DIN431","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.346","0.587","0.216","0.53","0.738","0.2","0.447","0.081","0.067","0.079","0.029"
"CDR119","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","23.586","3.509","0.675","1.675","2.373","1.127","0.173","0.098","0.036","0.156",""
"MOR409","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","2.311","1.786","0.171","0.888","1.045","0.557","0.045","0.157","0.023","0.052",""
"SAL133","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","2.392","2.789","1.805","1.143","2.929","1.332","0.349","0.037","0.087","0.122","0.047"
"ROM206","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","0.27","0.443","0.229","0.341","0.564","0.184","0.031","0.018","0.005","0.009","0.022"
"MAC426","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","4.96","3.969","0.615","1.479","2.07","1.419","0.199","0.034","0.026","0.064","0.038"
"SAL133","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","2.671","3.862","0.325","1.979","2.272","1.261","0.381","0.059","0.099","0.105","0.032"
"GTH161","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.158","0.699","0.108","0.308","0.411","0.269","0.107","0.025","0.018","0.041","0.012"
"CDR119","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","13.336","5.622","0.381","2.011","2.36","1.702","0.195","0.085","0.046","0.205",""
"CND125","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.407","0.993","0.384","0.623","0.997","0.322","0.107","0.25","0.049","0.075","0.219"
"SHN418","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.916","1.767","0.55","1.001","1.535","0.669","0.182","0.092","0.038","0.047","0.043"
"ARE128","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","2.515","1.762","0.97","1.214","2.165","0.846","0.204","0.049","0.03","0.066","0.048"
"CDR119","1990.0","SP","02/27/1990 09:00:00","05/29/1990 08:00:00","11.094","5.696","0.213","1.848","2.031","1.534","","","","",""
"SPD111","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","2.612","9.067","0.172","1.72","1.865","2.997","","","","",""
"QAK172","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","23.665","4.624","1.415","3.593","4.952","1.632","","","","",""
"GRC474","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.294","0.473","0.209","0.289","0.494","0.154","0.193","0.076","0.031","0.028","0.048"
"STK138","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","3.788","2.531","5.122","0.231","5.35","2.259","0.395","0.113","0.09","0.046","0.191"
"GTH161","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","0.152","0.251","0.058","0.167","0.222","0.103","","","","",""
"WSP144","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","2.324","1.968","2.321","0.866","3.173","1.236","0.13","0.262","0.03","0.068","0.218"
"PND165","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","0.502","0.316","0.065","0.308","0.368","0.116","","","","",""
"PNF126","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.576","1.475","0.128","0.46","0.581","0.528","0.057","0.028","0.011","0.045","0.031"
"PRK134","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.196","0.743","0.322","0.597","0.909","0.308","0.448","0.019","0.081","0.085","0.03"
"CAT175","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.387","1.399","0.172","0.766","0.926","0.548","0.099","0.044","0.02","0.043","0.032"
"CHA467","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.294","0.461","0.177","0.239","0.413","0.114","0.169","0.139","0.016","0.024","0.056"
"SEK430","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.608","1.044","1.116","1.644","2.734","0.533","0.257","0.138","0.052","0.111","0.019"
"BWR139","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","6.638","7.575","0.174","2.5","2.635","2.121","0.177","0.377","0.075","0.088","0.13"
"ALC188","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.494","2.418","0.694","0.559","1.244","0.369","0.38","0.624","0.121","0.131","0.385"
"SND152","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.74","1.226","0.652","0.709","1.351","0.454","0.226","0.256","0.052","0.089","0.149"
"BWR139","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","6.552","8.2","0.289","3.746","3.975","2.288","","","","",""
"NIC001","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.229","1.795","0.047","0.355","0.396","0.546","0.167","0.016","0.017","0.085","0.019"
"SPD111","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.29","0.9","0.395","0.457","0.845","0.351","0.193","0.051","0.035","0.056","0.036"
"HOX148","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.81","2.233","0.173","0.656","0.818","0.748","0.205","0.02","0.06","0.102","0.033"
"SND152","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","3.697","7.675","0.67","2.54","3.169","2.942","","","","",""
"BVL130","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","3.778","1.821","4.001","0.526","4.518","1.624","0.372","0.191","0.066","0.048","0.189"
"WPA103","1987.0","WI","01/01/1987 00:00:00","03/03/1987 08:00:00","24.702","3.428","0.928","1.686","2.587","","","","","",""
"NEC602","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.294","0.387","0.332","0.273","0.601","0.139","0.302","0.071","0.015","0.018","0.074"
"OXF122","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.729","1.517","0.299","1.093","1.375","0.531","0.282","0.042","0.062","0.11","0.034"
"SPD111","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.408","1.302","0.151","0.676","0.816","0.404","0.281","0.057","0.038","0.082","0.032"
"CAT175","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.824","0.886","0.792","0.797","1.577","0.454","0.072","0.102","0.015","0.026","0.077"
"IRL141","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","","","","","","","","","","",""
"PNF126","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","1.605","8.029","0.097","1.731","1.801","1.732","","","","",""
"GRB411","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.123","0.597","0.234","0.167","0.398","0.157","0.338","0.121","0.043","0.041","0.062"
"PRK134","1995.0","SP","02/28/1995 09:00:00","05/30/1995 08:00:00","1.468","1.919","1.144","0.859","1.989","0.981","","","","",""
"MCK231","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","10.05","5.43","1.252","3.202","4.404","1.914","","","","",""
"PIN414","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.307","0.479","0.497","0.688","1.174","0.179","0.079","0.212","0.031","0.05","0.145"
"GRC474","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.339","0.561","0.319","0.836","1.142","0.211","0.211","0.059","0.03","0.041","0.03"
"GTH161","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.245","0.374","0.133","0.168","0.298","0.135","0.106","0.026","0.017","0.018","0.015"
"IRL141","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.557","1.605","1.462","0.354","1.811","0.289","0.416","2.522","0.314","0.161","4.161"
"ASH135","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.228","0.803","0.081","0.191","0.27","0.286","0.05","0.034","0.014","0.061","0.034"
"GLR468","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","0.409","0.771","0.17","0.327","0.493","0.27","0.105","0.042","0.023","0.035","0.016"
"MEV405","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","0.658","0.677","0.238","1.045","1.267","0.256","0.199","0.043","0.023","0.027","0.015"
"CNT169","1993.0","FA","08/31/1993 09:00:00","11/30/1993 08:00:00","0.542","0.489","0.088","0.362","0.445","0.165","","","","",""
"SUM156","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","1.063","1.985","0.676","0.464","1.133","0.44","0.195","0.717","0.095","0.097","0.577"
"GRB411","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.204","0.476","0.187","0.425","0.605","0.187","0.133","0.032","0.017","0.016","0.016"
"CVL151","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","1.909","6.498","0.34","2.027","2.335","1.695","","","","",""
"SAV164","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","0.156","0.684","0.319","0.52","0.831","0.269","","","","",""
"SEK402","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","1.523","1.732","1.032","2.709","3.698","0.783","0.252","0.205","0.06","0.129",""
"ALH157","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","1.674","2.013","1.167","0.893","2.046","0.841","0.631","0.05","0.073","0.102","0.046"
"CDZ171","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.527","0.897","0.539","0.579","1.109","0.33","0.365","0.117","0.048","0.086","0.112"
"DIN431","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.281","0.452","0.402","0.421","0.816","0.228","0.551","0.048","0.073","0.074","0.021"
"VPI120","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","5.711","8.977","0.246","3.178","3.374","2.091","","","","",""
"BEL116","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","8.924","10.751","0.35","4.042","4.327","3.757","","","","",""
"COW137","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.203","3.141","0.065","0.361","0.42","1.015","0.061","0.058","0.021","0.11","0.043"
"BAS601","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.668","0.415","0.237","0.224","0.457","0.182","0.094","0.024","0.012","0.026","0.018"
"IRL141","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","1.416","2.904","1.552","0.48","2.024","0.607","0.312","2.007","0.296","0.159","3.114"
